content,score,sentiment
coba kali seru,3,1
mohon maaf loading masuk percepat terima kasih,4,2
game player positif,2,0
daya kentang,4,2
tunggu handphone bagus main,4,2
bagus banget,3,1
tolong mega byte dikecilkan mega byte,3,1
kapasitasnya,4,2
bintang game,5,2
bug damage bug audio bug spectator semenjak pegang krafton kasihan jualan skin,2,0
komentar,5,2
main random kena banned,4,2
bagus,2,0
semoga game bagus,4,2
banned vietnam teaming play rematch rematch,1,0
pubg mode day night,3,1
tolong garena perbaiki bug langkah kaki mendengar,3,1
senang,1,0
lempar bom api teman,3,1
upgrade suka bug,3,1
valuable player gara kalah damage,1,0
semoga perbaiki sinyal ketemu lawan,3,1
game bagus main dijaringan bagus wifi lancar diatas aneh banget bayar wifi main game tambahkan bug mode perang bug spectator karakter mohon benarkan,4,2
cheatnya poin menang kalah poinnya turunnya bosan main,1,0
game cacat dajjal anjing sulit kontrolnya sinyalnya update aneh intinya rekomendasi banget jelek,3,1
meratakan squad bunuh musuh minus maksudnya mohon tindakannya level infinite,1,0
jelek game rusak,1,0
event berguna bug step terdengarnya musuh,3,1
update,2,0
game bodoh,4,2
developer update menemukan bug player marah game berat lag grafis rendah,3,1
bagus,5,2
benarkan bug giroskop,1,0
tolong bugnya fixed main tdm senjata pelurunya sinyal bagus bagus emosi,3,1
gamenya bagus gamenya sempurna kecewa tencent akun banned bermain curang lawannya rush laporkan tencent main banned lihat potensi permainan lawan melaporkan rush curang mohon tencent banned lihat performa permainan lawan melaporkan,1,0
tolong bug suara perbaiki kecewa bug mikropon error hapus download tolong perbaiki kasih bintang kecewa,3,1
terima kasih game grafis keren tambahkan sayap,5,2
halo bro hahaha,3,1
sinyal kacau niat diperbaiki sinyal disemua seluler kacau banget jaringannya tolong perbaiki jaringannya disemua sinyal seluler hai,2,0
update lambat grafisnya benarkan terjun payung lobi gambarnya,3,1
game bagus lambat game berat fps stabil frame banget handphone mendukung mohon perbaiki,2,0
bagus kerja,4,2
halo tencent memerangi kecurangan giliran melaporkan pemain curang melumpuhkan teman temukan kecurangannya mengalami kali kali,3,1
sinyal,1,0
game grafis buruk,3,1
game bagus memanjakan mata bolos sekolah main pubg kembangkan developer,5,2
suka game,3,1
game kompetitif,5,2
bagus bro,3,1
bug,3,1
ok,5,2
seru banget pulang baju bagus enak bagus bagus game enak pulang,4,2
main pubg musim device handphone upgrade pubg berat handphone mid rank kebawah lancar smartphone flagship pensiun,1,0
kecewa bug contoh sinyal musuh grafis patah patah mati turun tolong admin perbaiki,3,1
suka,5,2
download,1,0
server lag parah,2,0
lag turun sinyal pakai wifi lag,3,1
game bug anjing,2,0
pubg masuk pertempuran server menanggapi gara gara sistem banned memindai gagal masuk sinyal bagus,2,0
tolong give hit efek pubg,3,1
game berat,3,1
game sesat game phising,1,0
bosan update,3,1
akun login payah,3,1
dear admin pubg akun blokir alasan bermain cheat bermain metro teman akun dibuka,3,1
pubg lag,2,0
much update nothing pengalaman,3,1
hai developer pubg player tolong player sulit sulit winner winner chicken dinner,4,2
pubg emulator android pisahkan ramai game,2,0
login twitter semalam server admin,3,1
game bagus,4,2
game bagus maaf kakak kaya robot,3,1
seru banget wajib download,3,1
komentar intinya keluhan spesifikasi handphone main,1,0
skin fitur berguna recall tim peta event game berat bermain musim memutuskan pensiun musim terima kasih krafton game suka buruk,1,0
masuk tolong hargai handphone spesifikasi kentang perbolehkan main handphone versi,2,0
mohon maaf bug motor cepat tembus tembok mohon perbaiki,4,2
netral,3,1
berharap mempertahankan mode vs meningkatkan mode,4,2
hebat tencent game bagus seru tolong diturunkan game handphone kentang ok tencent,4,2
main banned,3,1
rumah coba rumah rumah,5,2
main rusak,3,1
mluthfi,3,1
servernya buruk login sulit,1,0
banyakkan bug,5,2
berhenti main pubg mobile gamenya last game upgrade smartphone relevan,3,1
excellent,3,1
update,3,1
bosan main pubg perhitungan jelek,1,0
main pubg berat sinyal sulit bug,3,1
disuruh izin akses media izinkan kebuka pubg jelek banget,2,0
aduh kakak update bug sinyal bagus processor bug,3,1
pubg mobile buta pemain curang laporan curang ditanggapi kecurangan ditemukan pegawai tencent sengaja membiarkan kecurangan menjual kode curang uang hai tencent tolong periksa pegawaimu disitu,2,0
miss optimis miss must ok know know miss miss miss know everything miss ok nama miss miss know way much much know miss know tunggal fine watch miss afrika miss mobile pubg,1,0
sinyal main turun parasut bug jalan mengambil senjata,1,0
mohon maaf bintang gamenya suka lag koneksi terputus mohon diperbaiki,1,0
lumayan,4,2
aplikasi pubg uninstall parah banget pubg masuk pembaruan,1,0
bot laporan membantu pengurangan sinyal,5,2
tolong developer pubg mengunduh otomatis sumber daya aktif wifi fixed masuk pertandingan macet logo kadang lobi reconnect fitur aktifkan download otomatis pakai data aduh,4,2
kasih bintang bug device komputer low gamenya main,3,1
coba,5,2
main,3,1
bug meresahkan,2,0
mantap main pubg kedepannya kuat,3,1
bug,3,1
bintang mantap bintang,1,0
ok suka game,3,1
bagus,4,2
keren,5,2
free fire masuk akal pubg masuk akal,3,1
payah banget download sulit sinyal kuota,4,2
game bagus,5,2
komentar ditanggapi diperbaiki alasannya sedih alasannya sedih developer game sampah update parah gamenya bug urus kolaborasi berguna memberatkan permainan,1,0
game anjing game,1,0
fps sinyal grafis bug tanggapan sistem pembagian pointnya parah dimana bermain mode klasik ranked erangel sisa musuh tinggal kill bot player mati poin good game tencent sistem player afk perketat,1,0
data penyimpanan tolong kurangi,4,2
bagus membosankan variasi acaranya,3,1
habis update masuk permainan banyakkan update biar youtube handphone kentang main,2,0
developer coba awasi banget player curang player memakai konfigurasi merugikan player,3,1
update bug tdm peluru,1,0
orang game haram hey bilang game haram mobile legends free fire call duty mobile logo halalnya orang gila perempuan pubg game haram,3,1
coba,2,0
mantap giga byte,5,2
bagus,5,2
lag main,3,1
ok banget game,4,2
masuk game sulit player solo menunggu sekian selebihnya menunggu kinerja game,3,1
main game pubg handphone disita guru sekolah kasih bintang,2,0
ayolah tencent update game gamenya hapus terima kasih,3,1
niat main login game aneh banget sinyal stabil plus wifi lag rating jelek sepi main orang game beda banget game,2,0
update handphone muat,3,1
metro royale,3,1
perbaiki biar main,3,1
hack sinyal booster mengganggu booster main pubg asyik mengakibatkan pensiun main pubg,1,0
game bagus,3,1
lag main game pakai snapdragon lag tolong perbaiki,1,0
game bagus segi grafis emosi sinyal sinyal bagus ulang ulang dicoba masuk pubg tolong pembuat game perbaiki sinyal terima kasih,4,2
player,3,1
game bagus,5,2
update wow lag parah,2,0
seimbang matchmaking suka,1,0
game elit mengatasi bug sulit,1,0
god suka,5,2
tembak pistol setir,5,2
kacau,1,0
game haram,4,2
bintang tanggal bug terdengar step musuh peta terdengar suara tembakkan memakai suppresor tanda tembakkan peta tolong fixed intinya tanda step tembakkan musuh peta terima kasih,3,1
bagus,4,2
game pubg peminatnya hiburan update tutup game lambat ditinggalkan disayangkan teman main,4,2
tolong install,4,2
ramah mainkan update kali sinyal berat server asia berasa server amerika player streamer pubg mobile,2,0
bosan kasih bintang bagus,5,2
game adil lelah main menang kemampuan bagus akurasi bagus menembak musuh musuh sulit knock akurasi bagus tembak pakai pesawat tempur,1,0
update mengecewakan force tutup frame parah,1,0
perbaiki sinyal admin,3,1
pemain pindah game game suka lag perbaiki,3,1
keren,5,2
buatlah pubg cina karakter cantik game mainnya menarik,4,2
metro royale,3,1
lumayan,3,1
terbaik game,5,2
bug update handphone kentang mempengaruhi,2,0
malas main pubg pubg seru event kualitas sinyal bug error lekas diperbaiki,3,1
lumayan good game,4,2
dear tencent game main namanya pakai cheat akun kena banned mohon bantuannya,2,0
update,2,0
tolong developer pubg kaya pensiun developer pensiun kenangan musim musim terlupakan,1,0
senang server salah,4,2
ok,1,0
update login,2,0
enak main bareng teman semenjak update ukuran teman pensiun,2,0
game frame malaskan,1,0
bagus bagus,5,2
fixed metro royale mode everytime play mode reload bug wont show peluru loot membawa,1,0
bagus banget tali kasih bintang maaf hahaha,3,1
lag berat,1,0
game bodoh pelit beli royale pelit babi pensiun main apex legend,1,0
berantas cheat pubg,4,2
download keren hahaha,5,2
halo pubg tolong akun,4,2
download game tolong kurangi biar ramai main tolong,3,1
update handled bug taken care developer want mengeluh bug pengalaman player bug troubling player also review bug game gameplay sporty comfortable review tier restriction fitur disturbing pubg player,1,0
metro royale perbaharuinya,3,1
bug lompat tinju hilangkan,2,0
tolong perbaiki game main kali ditembaki musuh dimana step musuh lari pos tutup pintu buka seharus lihat musuh aneh musuh tembak tolong dibantu terima kasih,2,0
berat,2,0
game sampah lag,1,0
tolong keringanan game bos,3,1
grafis buruk bro berantem hapus nomor,5,2
suka,4,2
dear tencent game favorit tolong banget tambahkan pubg ringan indonesia handphone mendukung pubg mobile gantinya pubg ringan tambahkan indonesia player developer tambahkan ya pubg ringan handphone memiliki spesifikasi rendah memainkan game player game pubg pubg mobile pubg bertambah,3,1
sulit login,1,0
login facebook pubg login muncul otorisasi dibatalkan,3,1
game lumayan berat hahaha game bagus,5,2
rindu zaman menarik seru,2,0
suka game gara gara habiskan kouta,1,0
bagus,5,2
game bagus,5,2
mantap banget,5,2
pengaturan tata letak tombol bermain berpindah posisi otomatis,2,0
bintang pubg berat download resource otomatis matikan fitur download pubg mengunduh data layar pakai,3,1
kali mencoba download menginstall sinyal bagus penyimpanan sayang banget kuota edit coba download kali terinstall admin banget main game pubg,2,0
pubg bug bersembunyi musuh jongkok tembak kena kepala mati tembak cepat,2,0
tolong servernya perbaiki lag bermain,3,1
main,2,0
gamenya seru lag bug update makan kouta tolong diperbaiki,3,1
bagus gamenya bagus kemarin seru looting peta pulau suka seru mobil monsternya bagus,5,2
game bagus,3,1
banget download jam sinyal lancar,3,1
download coba keterangan suka main pubg,3,1
garena free fire jarang teman main bareng malas main game free fire bug rasakan bug bug damage bug sinyal tolong diperbaiki kakak pubg mobile bagus,4,2
pubg update sumber download ulang peta download ukuran giga byte,3,1
suara bug mengganggu mengeluarkan suara hapus mencoba menginstall ulang lambat macet,3,1
game jelek,1,0
gamenya seru handphone mendukung paksa hapus selamat tinggal pubg mobile jumpa handphone,3,1
tolong perbaiki bug suara mobil,3,1
game sehabis relog bug hilang bug game bodoh malas main gila stress pensiun stress main game,1,0
mengerti maininya sumpah grafis buruk,1,0
ayo event pelepasan banned biar old main akun banned sayang banget,3,1
login pakai facebook mohon bantu,2,0
kasih saran tombol tunduk opsi tekan tahan mudah mudahan pembaruan terima,5,2
bug suara bug tdm bullet bug,1,0
halo developer game bagus bug mohon diperbaiki ok terima kasih maaf salah,5,2
asyik bermain melawan musuh mantan bunuh bantai,5,2
mantap grafisnya seksi badannya semoga berkualitas royale pass tolong kasih menarik,3,1
player pubg marah pubg game grafis buruk game haram,1,0
cheat tolong ketat keamanan orang headshot logis,3,1
mengalami login jaringannya stabil perang melawan musuh pemain lag,1,0
tolong tencent rendahkan game biar main,1,0
bug rasakan kemarin kemarin tombol bom heal suka hilang step muncul orang dibelakang,4,2
kasih booyah,1,0
pubg kuat makan sinyal handphone handphone enak main lag frame,1,0
game buruk,1,0
pubg mobile sistem mendapati pelanggaran berat ilmu teknologi game pubg mobile poin sistem banned pubg royale mudah disengaja disengaja pelecehan akun banned perkataan laporan sengaja ilmu teknologi banned prioritas utama game pubg mengarah tindakan pelecehan pelanggaran hak asasi manusia akun akun korban banned,1,0
gamenya berat banget kakak,1,0
game sampah lag,1,0
ramah,1,0
bug game berat upgrade device lag bug lompat sinyal salah player nyaman perkembangan mohon tencent krafton apapun tolong kembalikan stabilitas permainan update menjadikan gangguan bermain player terima kasih,3,1
sayang cheat recoil musuh putih lolos semoga dikembangkan bebas cheat,2,0
kasih kecewa malas main bug tolong perbaiki biar pemain penggemar pubg mobile nyaman mainnya terima kasih,2,0
mengunduh banget berat paket habis,2,0
game download kakak,1,0
mohon memperbaiki mode miring badan pengaturan mode tahan game mode tekan terima kasih,1,0
jelek,1,0
banget main pubg berat delay parah barbar sulit tenang kasih bintang game suka rating sempurna,5,2
tolong game pubg mobile gacha skin kasih kasih skin mohon tim pubg mobile terima kasih,5,2
ok,4,2
game bagus lag bagus wifi kuota,4,2
berat mohon pertimbangkan nasib player low spesifikasi handphone device,3,1
tolong perbaiki masuk game sulit permintaan habis koneksi mantap banget game sebelah keluhan pubg mohon secepat perbaiki,2,0
update hai,3,1
developer babi habis update sinyal turun mohon diperbaiki,1,0
ok,3,1
sisca kohl handphone sanggup main,2,0
game berat banget tolong ringan,2,0
maaf kasih bintang bug bug permainan sinyal tolong diperbaiki mengganggu jalannya permainan menang sinyal bug sinyal kalah kadang bug masuk tanah tolong diperbaiki,2,0
main game match maksud hai game parah tolong game bagus parah,1,0
hai tolong kurangi datanya tolong,4,2
mohon maaf mengunduh pubg play store ulang,1,0
kakak pensiun main main teman teman main kakak,2,0
bagus,5,2
server jelek,1,0
developer mohon musuh seimbang kalah kali,2,0
seru banget mohon diperbaiki bug karakin akun banned salah kasih bintang,4,2
update sinyal stabil mohon perbaiki,3,1
main game pintu main game pintu,5,2
bug,3,1
developer tolong perbaiki sistem bug pubg update main game lancar update game lag frame patah patah delay suka duluan tolong diperbaiki kualitas game menurun kesalahan bug,2,0
mantap main pubg kedepannya kuat,3,1
lumayan hiburan,3,1
game mantap banget,4,2
gamenya lumayan seru gamenya suka bug orang orang bilang game game haram,3,1
game berat lag parah banget,1,0
download penyimpanan,1,0
grafis suka ringan one poor people kentang devices able play high spesifikasi play game worse suka,1,0
tolong tencent spin hoki tolong hoki semangat spin,1,0
pensiun game hadiah royale skin senjata senjata kar skin dp skin mobil isi uc puluhan buka kupon koin sampah random teman isi uc glacier material upgrade level pemain game pengaturan pemain isi uc kurangkan hokinya biar isi isi uc hokinya lipat,1,0
